,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Annual Finance Standalone
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs.,Rs.,Rs. Million
,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jun 2005,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,Jul 2006,03 Jul 2006,03 Jul 2007,Jul-04
Company Name,Total income,Net sales,Income from financial services,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Total term liabilities,Current liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Total income,Net sales,Income from financial services,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Total term liabilities,Current liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Adjusted Closing Price ,Adjusted Closing Price ,Total assets
A B B India Ltd.,32510.2,29709.7,232,,0.7,30323.4,23452.61,27.3,13728.7,23983.5,18983,772.2,9.18,46830,42844.6,217.1,7.1,,43957,34608.16,15.4,19363.3,32556.6,26521.3,2453.1,13.35,499.1,1126.25,17512.3
A C C Ltd.,46487.2,37869,227.6,121.4,,43237.7,21044.54,12367,7633.9,44607.8,8220.7,5889,4.03,67790.1,56513.3,771.3,1622.7,,55159.3,24362.19,7441.1,11033.1,60132,14661,14009.8,6.48,781.65,940.35,39363.4
Allahabad Bank,38414.6,,38026.5,0.3,,32996.7,4375.26,7511,12949.1,451523.2,41329.5,43853.9,1.93,44378.8,,42603.5,103.8,0.5,37317.5,5540.38,11683.8,19853.9,552984.9,72202,-9692.2,1.16,63.4,83.85,347107.1
Alok Industries Ltd.,13414,12322.2,76.4,,2.9,13247,9361.27,10583.4,1467,22502.6,13019.5,701.9,1.37,15033.7,14255.7,152.7,,1.8,14144.4,10554.19,17678.2,1706.6,33277.5,13563.2,3039.4,1.44,51.48,53.7,14331.8
Andhra Bank,30353.1,,28449,0.2,,25152.1,4632.1,15926,16837.3,327386.3,42202.7,,2.35,31395.1,,29581.1,4.6,,26540.1,4442.88,13581.4,23854.9,406732.9,66900.3,21393.6,1.35,61.85,86.3,270242.8
Arvind Ltd.,17350.3,16654.8,169.5,,3.8,16204.4,12020.73,9931.4,2345.3,32402.1,8822.5,-375.9,1.84,16609.2,15833.3,39.4,105.4,,15239.4,11369.55,11321.5,2429,36752.7,8965.4,2180.8,1.43,57.85,45.05,29583
Ashok Leyland Ltd.,49893.9,42417.5,720.2,39,,47361.8,35323.22,8453.9,9611.9,34089.6,18796.9,4477.6,2.19,62878.8,53292.5,455.5,344.9,11.7,62611.7,43949.29,6379.2,11269.3,37195.9,19946.5,3220.2,3.55,19.07,18.98,25812.9
Aurobindo Pharma Ltd.,11757.9,10848.7,75.6,,0.8,11499.4,9055.32,3683.6,1951.5,19477,7975.3,832,1.86,15106.4,13957.4,158.9,28.7,,14661.3,11905.45,6585.5,2840.3,25259.3,11744.3,275.1,4.02,58.23,77.52,16533.4
Axis Bank Ltd.,23681.9,,23441.2,,23.9,20336.1,2406.67,23997.1,9118.2,377997.5,64597,39463.3,2.69,36205.3,,35992.6,,17,31354.5,3079.46,36015.5,21512.1,497846.4,51388,39704.9,3.44,55.17,124.69,241501.6
Ballarpur Industries Ltd.,20263.5,18002.3,82.1,,38.8,18629.9,12919.29,8987.5,2443,32176.5,6228.2,4189.7,1.16,21243.3,18759,144.9,17,,19154.3,13314.46,11586.6,2220.6,36738.1,11089,3983.7,1.05,21.15,23.62,32424.5
Bank Of Baroda,77758.1,,75524.5,0.2,,70989.7,12167.88,28596.7,36965.5,946642.4,125157.8,15492.9,1.13,86665.9,,79517.8,5.7,8.7,78396.3,12634.89,70619.5,45566.7,1133925.3,160378.8,-24440.6,1.07,39.55,55.15,851086.6
Bank Of India,71873.1,,69007.8,2.4,,68472.6,10456.18,71293,33832.1,950044.5,87285.9,-11642.2,1.18,82130.8,,78452.8,2.7,,75116.4,10923.83,91103.2,41677.2,1122742.7,128544.9,68789.7,1.35,100.3,228.9,848934.4
Bharat Electronics Ltd.,33534.5,32011.5,706.6,7.7,,29300.1,22753.01,153.1,20117.6,45882.8,33108.4,837.7,3.36,36589,35138.9,761.7,31.8,28.2,29938.7,24053.89,78.7,22482.8,54947.6,41795.4,6785.6,5.19,360.73,636.37,42700.2
Bharat Forge Ltd.,13205.2,12237.5,4,2.2,2.1,11867.6,7979.88,3268,4318.2,16373.5,4260.5,1379.3,12.88,17545.5,15807.7,390.1,11.4,0.7,15770,10888.84,7382.5,5114.9,31349.7,10432.9,2182.4,8.58,315.75,308.7,11108.2
Bharat Heavy Electricals Ltd.,113393.7,96330.8,2289.8,14.6,,109257.4,69798.98,5345,71204.5,174234.1,129152.9,8183,3.11,154411.6,134480.6,2660.7,33,,141480.1,96126.02,5553.2,88077.4,214175,161206.6,16238.3,7.52,194.85,309.37,140917.4
Bharat Petroleum Corpn. Ltd.,656071.9,578612.2,2176.9,38.4,,662276.4,556354.92,20032,88216,206667.3,88359.6,1693.4,1.66,856680.4,754955.5,2099.2,35.1,,861308.3,724186.26,43382.7,88944.9,286607,121226.9,13270.1,1.41,168,169.95,182219
Bharti Airtel Ltd.,83090.3,80921.2,717.5,,3.9,70949.8,46255.18,48382.5,42079.9,146708.6,18189,30059,8.49,113318.3,112273.5,323.9,34.7,,93188.4,64234.96,45017.3,64655.7,198894.9,22259.2,46313.3,10.64,184.95,433.3,54727.5
Bongaigaon Refinery & Petrochemicals Ltd. [Merged],51647.4,44232.7,57.8,,,47355.8,35590.48,0,5152,19185.5,10199,3452.3,2.38,64908.4,54900.7,144.9,,,63663.4,50133.23,0,5070.1,20501.7,10505.3,1074,1.5,47.05,51.3,14575.3
C E S C Ltd.,24225.3,23791.9,20.8,,2.5,22753.3,15940.01,18076,11200.9,49211.4,8987.6,9435.7,1.11,26300.8,25907.7,162.1,,9.7,24526.1,18494.87,17515.2,12356.5,69610.3,11855.8,7201.8,1.71,255.2,374.3,52176.6
Canara Bank,93362.7,,87574.3,4.2,,82267.7,13494.9,26937.6,45052.3,1104127.5,105915,-6309.3,1.37,101739.7,,94695.1,3.9,,88307.5,12945.87,35304.2,51954.1,1329379.1,148841.3,27485.3,1.56,201.55,277.4,993224.9
Century Textiles & Inds. Ltd.,29075.9,24884.6,211.6,121.7,57.9,27879.9,16633.77,5852.4,3213.5,23910.7,6900.5,3097.2,2.76,31204.7,26466.6,169.6,510.2,10,30231,17117.47,3257.1,3672.6,25236.8,7056.9,2595.9,5.4,364.15,701.15,26373.9
Chambal Fertilisers & Chemicals Ltd.,27865.1,26787.5,734.2,3.1,6.3,26375.3,19431.74,8576.5,3302.1,28615.5,8410.4,3107.5,1.45,28074.1,27435.6,491.7,9,13.8,25769.3,20811.84,7330.3,2469.5,26719,6570.3,5037.8,1.69,33.8,36.45,27817.9
Chennai Petroleum Corpn. Ltd.,163847.4,139989.1,221.1,15.6,4.5,161851.9,127738.6,18127.8,18584.4,74588.6,34469.9,3855.8,1.71,255162.6,209804.3,144.4,56.8,17.3,254352.6,197988.78,19545.3,22187.8,86481.2,44351,2734,1.44,180.5,268.8,57644.3
Cipla Ltd.,24828.7,22522.5,657.4,14,,21401.3,15360.21,50.4,4944.6,26123.9,13585.5,1882.4,4.97,32357.8,29700.1,39.7,941.9,94.3,27224.9,20064.62,51.6,6359,34647.7,19145.8,2624.4,10.06,214.6,213.75,22203.4
Colgate-Palmolive (India) Ltd.,11067.6,9549.3,278.1,9.2,,10066.1,5805.54,39.8,2150.6,5738.2,1534.2,1034,9.91,12636,11477,147.3,68.9,117.6,11184.5,6457.71,43.6,2823.6,6368.9,1730.5,1674.4,21.68,206.15,191.18,5515.3
Corporation Bank,28143.7,,26648.6,5.9,,24122,3144.78,12972.4,22714.7,339238.6,46115.5,1176.3,1.75,32016.9,,29663.1,,0.4,27572.3,3405.94,19600.8,21285,405066.4,51865.8,,1.63,44.02,67.12,291536.9
Cummins India Ltd.,13853,11937.4,679.6,,50,12759.6,9905.17,27.4,2239.9,10642.9,5437.7,-356.9,3.17,17210.5,14690.8,689.3,,4.2,15399.9,11883.78,2.1,2542,11603.5,6094.3,1286.5,6.01,134.68,245.14,9806.4
Dabur India Ltd.,12807,11251,60.4,1.1,1.5,11406.9,6424.81,183.1,2383.8,7218.3,1880.8,2113.8,9.41,13922.9,12332.1,142.8,43.6,36.7,11987.5,6977.4,75.5,1935,7936.6,1817.9,1746.7,15.87,47.73,51.58,5527.6
Divi'S Laboratories Ltd.,3697.4,3623.5,5.3,,0.4,3288,2240.32,33.1,668.3,4553,2460.7,365.7,4.5,3973.7,3871.9,6.1,,,3396.5,2391.42,607,1151.6,6507.2,3016.7,484.6,7.06,67.75,309.71,3842.3
Dr. Reddy'S Laboratories Ltd.,17126.5,15580.1,447.9,26.8,,16768.2,10811.45,2730.7,3632.6,29976.6,16303.9,2505.3,2.73,23423.5,20495.7,730.4,330.1,,21679.4,13851.65,96.1,5532.7,39123.3,17063.1,796.8,4.82,642.27,667.65,27028.4
Escorts Ltd.,18536.8,12699,5133.2,63,,18115.4,11503.51,4016.2,3519.4,21565.9,5257,-149.2,1.41,19289.2,17545.6,1097.5,1.4,264.2,19344.7,14981.15,3198.4,5435.5,26307,6927.1,1400.3,1.68,70.05,120.35,22214.3
Essar Oil Ltd.,11526.2,10538.7,99.4,,0.1,12615.4,10061.77,50427.4,6739.2,87720.7,9361.9,3155,1.39,6992.2,6435.9,346.7,,,6951.1,6869.24,55319.1,8979.8,95527.1,6397.9,2763.7,1.76,47.35,55.3,87720.7
Federal Bank Ltd.,14127.7,,13627.7,0.8,,13226.8,1707.17,4121.6,3612.1,168521,29845.6,6657.7,1.42,16738.6,,15816.9,473.2,,14486.5,1991.43,8785,4537.8,206921.3,21338.5,684.1,1.39,12.64,23.75,151258.4
G A I L (India) Ltd.,132785.8,121730.5,2653.4,,21,112978.1,89200.08,19974,27161.3,196472.3,49352.9,28307.3,2.08,153322.1,139697.9,4121.6,,39.3,130470.7,103140.3,19165.6,31646.2,220982.3,59090.6,33233.3,2.7,169.67,206.53,172268.6
