,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Annual Finance Standalone
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs.,Rs.,Rs. Million
,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2011,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,Jun 2012,02 Jul 2012,02 Jul 2013,Jul-10
Company Name,Total income,Net sales,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Income from financial services,Current liabilities,Total term liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Total income,Net sales,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Income from financial services,Current liabilities,Total term liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Adjusted Closing Price ,Adjusted Closing Price ,Total assets
A B B India Ltd.,78176.8,74191.9,0,35.3,77175.1,62534.57,414.6,35269.8,0,66765.3,50434.4,1180.8,4.88,80334.1,75554.9,15.6,0,78966.9,63579.35,54.9,32978.2,0,85908.8,51625.7,-502.2,5.72,804.65,618.8,60502.9
A C C Ltd.,111455.6,92517.8,0,94.4,99132,44727.8,1919.1,25949.3,5107.3,121652.6,30066.9,14738.9,2.97,129788.7,110215.6,61.5,0,118976.6,53992.66,2586.7,24793.6,880.6,121427.1,23059.2,14917.2,3.64,1311.65,1234.3,122387.3
Aban Offshore Ltd.,12673.2,11887.8,4.1,,10333.7,3251.58,709.1,2806.6,25022.7,56723.2,4232.9,5625.1,1.32,7144.3,6368.5,0,,8351.6,2422.41,545.9,3500.2,21587.6,51917.6,3313.9,2513.4,1.05,394.35,256.9,57131
Adani Enterprises Ltd.,34628.1,29087.7,65.6,557.7,34159.6,25407.64,5051.6,8874.7,7968.1,116502.3,17071.5,-4074.6,7.5,57664,52714.4,525,520.5,55588.5,44651.2,4278.8,24374.7,11873.5,142148.9,30103.9,2015.9,3.35,235,216.7,80636.4
Adani Ports & Special Economic Zone Ltd.,20052.9,17289.6,329.1,,10191.3,6285.39,2338.8,10415.7,15476.3,85106.2,5650.1,12591.6,6.38,25221.5,23061.7,9.5,0,13448.9,8156.28,2061.4,10946.9,46965,131780.4,13585.8,12874.4,4.97,124.75,150.05,80770.3
Adani Power Ltd.,21942.8,20576.5,6.6,,16705.3,9212.45,865.5,14983.8,153418.3,259012.2,13327.8,14502,3.89,41942.7,38015.1,28.6,,44881.9,27790.28,2390.8,20437,206848.3,361185,49827.9,5407.8,2.48,51.15,43.85,168386.1
Aditya Birla Nuvo Ltd.,68044.9,64500.4,,8.1,65873.8,47059.87,586.5,11858.9,17954.8,102486.5,24919,3321.1,1.71,90819.3,84204.6,0.9,1038.8,88327.4,64384.55,1729,16249.6,16907.4,125521.6,39633.4,3965.2,1.89,806.75,1087.6,98850.9
Allahabad Bank,124765.6,,0.4,0.4,110534.5,12469.8,121377.4,38977.7,66060.1,1512910.5,122887.4,53608.3,1.43,170636.5,,1,0.6,151968.6,13574.82,168425.5,36828.8,90825.5,1829576.1,153086.3,124247.9,0.96,150.6,92.75,1217041
Alok Industries Ltd.,67553.5,65123.6,,17.4,65735.4,44901.24,1196.5,6616.6,77370.9,142969.7,50258.1,11260.8,0.56,94715.4,90212.2,220.5,,106076.7,60727.29,1758.2,9176,93777,183341.8,69614.1,-1153.9,0.44,17.96,7.15,121964.3
Alstom India Ltd.,19033.7,15719,2481.2,2729.1,17345.6,11092.15,419.1,21153.5,15.1,31967.7,20845.3,2739,6.71,25392.1,24137.6,6.7,0,23729.7,18297.03,572.8,18817.7,14,31835.6,16048,-1271,3.42,386.3,340.8,30796.2
Ambuja Cements Ltd.,100661.3,85280,332,362.2,87794.4,41263.26,2108.4,15881.9,493.6,116317.4,35178.6,14830.5,2.95,114027.3,96683.6,293.3,88.2,103065,47404.3,2820.5,15871.4,428.1,124272.6,37450.8,18283.5,3.52,175.8,186.5,103942.2
Andhra Bank,91885,,8.6,532,79214.3,7999.65,87660.8,21036.9,76397.4,1091092.4,115164.9,2441.3,1.3,122013,,10.4,,108566.3,8638.84,117908.6,24772.7,82405.6,1245782.3,99133.6,37255.6,0.89,118.2,84.4,904308.1
Apollo Tyres Ltd.,60755.4,54693.6,161.1,,62860.1,45221.58,263.9,10223.7,10719.1,58032.5,15610,1533.1,1.85,89517.2,81625.6,,12.8,87570.5,70514.4,74.9,10941.3,13969.7,63794.7,16661.3,5391.2,1.96,79.3,59.9,44616.8
Arvind Ltd.,27373.9,26610.4,301.2,,26905.3,21063.66,375.9,6263.9,10076.1,43274.3,14081.4,2369.6,1.18,39420.4,35002.3,919.3,0,35043.8,26888.03,3033,6761.2,8762.4,47699,13468.9,3843.8,1.21,76.2,78.4,37912.1
Ashok Leyland Ltd.,124372.4,114013,18.9,33.3,119814.8,95024.83,293.3,31227.9,25382.7,106173.8,37728.4,8804.7,2.85,143971.4,133651.2,34.8,20,140061.9,110204.72,1829.5,36182.2,29961.4,119420.5,38997.1,11041.5,2.79,24.5,20.2,93230.5
Asian Paints Ltd.,73219.6,66051.6,19,1,67043.5,41162.01,433.5,11952.7,617.6,38891.7,15631.1,7432.5,12.27,92643.4,83073,4,7.5,84497.3,52586.69,933.1,14168.7,1682.2,48261.4,20259,8804.8,12.5,392.12,467.76,46233.9
Aurobindo Pharma Ltd.,42870,41265,2.4,0,38295.8,30092.56,490.2,7746.1,10968,58826.8,29777.6,2445.7,2.22,43977.9,42769.2,5.8,3198.6,43505.3,34565.02,71,6382.7,11861,61899.6,28585.1,1841.9,1.39,57.02,92.88,46340.4
Axis Bank Ltd.,197942.6,,,69.8,164057.7,17302.86,194608.6,68448.7,252678.8,2427460.3,251837.8,149622.5,3.03,274363,,203,0,231940.9,20923.45,270842.8,70336.7,340431.7,2856508.6,192709,67329.7,2.08,205.86,261.7,1806805.3
B E M L Ltd.,30443.9,26197.3,0,0.2,30426.2,21471.29,399.2,9706.5,1443.1,43103.9,32535.7,-1583.4,1.33,30042.4,26778.1,0.1,0.1,33758,21272.07,245.1,14928.3,2643.9,50591.5,36927.7,2418.2,1.25,394.05,159.7,44595.9
B F Utilities Ltd.,233.5,204.5,,0,256.2,107.12,0.5,269.1,1147,2200.5,224.5,-38.7,32.13,371.3,234.9,,0.1,240.7,103.83,124.1,255.8,1040.6,2234.2,282.4,283.3,22.64,433.1,209.55,2289.3
B G R Energy Systems Ltd.,47802.7,47488.6,,0.3,44593.2,39754.47,185.5,23842.5,538.8,52482.7,41715.2,-1942.4,3.62,34684.7,34457.8,,3.4,32447.8,27648.32,49,22984.6,655.5,58636.8,46408.1,-1571.5,2.12,308.25,131.1,38177.3
Bajaj Auto Ltd.,187525.9,163697,8388.1,201.2,154956.5,127995.18,5064.4,24255.8,1677.3,94194.8,26969.9,14857.8,8.62,211213.9,195041.2,105.5,74.9,182114.9,152760.52,5556.4,26916.4,1250.3,112451.4,39857.2,30054,8.04,1558.1,1913.3,87389
Bajaj Hindusthan Sugar Ltd.,52034.9,49253.5,,27.1,43030.2,41985.82,1257.8,13270.5,37724,102317.8,17336.9,15792.3,0.78,46444.4,42648.2,,18,49369.8,39377.16,2043.2,3503.5,24217,107148.6,13423.4,-4675.5,0.5,30.95,15,111049.7
Bajaj Holdings & Invst. Ltd.,10788.3,1.3,,,787.4,18.59,10743.2,254.8,,50913.7,2235,6917.8,1.92,6569.5,0.8,,0.2,894.9,10.61,6524.6,278.2,,53014.4,5063.6,5923.1,1.87,786.95,795.05,65223.1
Balrampur Chini Mills Ltd.,30925.8,29277.5,32,182.3,41255.9,23935.44,164.4,2395,7166.8,39896.1,17668.9,-6318.8,1.39,24171.5,22928.2,19.1,25.3,29139.8,20474.72,174.3,7660.1,7632.6,42931.4,23407.8,1920.6,1.15,51.95,40.05,39896.1
Bank Of Baroda,249754.1,,13.7,15.5,207337.3,21933.46,239231.2,64688.6,221933.7,3583971.8,532443.1,149301.8,1.91,335891.8,,25.7,17.6,285822.2,23079.98,322593.2,86944.4,234050.5,4473214.7,713022.2,255458,1.24,145.63,118.16,2783166.9
Bank Of India,243934.9,,,,219047.8,26977.12,237835.7,122682.7,218429.6,3511725.6,466900.2,260194.2,1.63,330920.8,,7.5,,304145.6,24704.24,320800.2,112176.5,317938.8,3845354.8,423076.2,-105417.3,1.05,347.9,234.9,2749664.7
Bata India Ltd.,16959.9,15281.8,25,0,15598.2,10208.77,1188.1,2782.5,,9242.1,5497.5,697.9,6.25,19020.6,18249.7,9.6,12.9,17944.1,12179.12,135.1,3506,,11304.5,7009.7,1784,8.3,438.95,426.4,8111
Bharat Electronics Ltd.,59434.5,55163.4,13.6,,50913.4,41554.14,2726.7,75850.3,4.1,156926.5,123718.9,30175.3,2.69,64312,57416.9,21.2,,56941.1,48450.64,5751.1,86322.1,0.9,173585,127414,1208.6,2.16,451.47,424.97,109182.2
Bharat Forge Ltd.,31502.1,29424.5,,0.4,28752,21164.98,306.5,6905.7,14545.3,44869.6,12059.8,3410.1,4.05,39270.7,36826.2,6.3,,35812.2,26225.86,630.2,9074.2,19562.5,53837.4,18033.1,6715,3.48,299.75,220.05,45154.4
Bharat Heavy Electricals Ltd.,459906.5,419720.8,42.7,,401068,287455.49,7564.8,313465.7,1595.9,677157.4,490661.2,26586.1,5.01,529802.6,476647.6,40.1,,467635,342625.64,9349.2,335684.3,1881.9,777965.1,585979,-8135.7,2.48,235.1,183.6,544094.8
Bharat Petroleum Corpn. Ltd.,1650841,1508953.3,,76.9,1655936.2,1432628.17,11154.5,195058.9,148603.2,571988.2,238588.3,30091,1.57,2242607.7,2113080.1,771.9,,2235512.7,2017620.3,8552.5,245412.1,215835.8,666544.4,332918.2,8547.6,1.7,373.57,371.55,545666.5
Bharti Airtel Ltd.,385095,380096,5,246,307926,229357.4,2102,133996,99131,796311,35530,132302,3.08,422475,415443,,473,365175,266831.3,5530,125977,109317,901466,46895,113762,2.6,310.2,302.85,613388
Bhushan Steel Ltd.,76458.1,69299.3,18.9,,71124.6,47753.53,671.5,20191.6,127819.5,252715.4,44021.5,10077,1.59,108199.7,99528.5,99.6,,98743.1,69342.97,173.6,30025.7,185972.2,334677.4,58105,28495.8,1.21,456.89,463.55,173401.6
