,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Finance S / Interim SQ,,,,,,,,,,,,,,,,,,,,,,
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs.,Times,Rs.,,,,,,,,,,,,,,,,,,,,,,
,Mar-12,Mar-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-13,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,Apr-14,1-Jul-14,1-Jul-14,1-Jul-15,,,,,,,,,,,,,,,,,,,,,,
Company Name,Total assets,Total assets,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Adjusted Opening Price ,P/B ,Adjusted Closing Price ,BM Ratio,Returns,ROA-This Year,ROA-Last Year,Delta_ROA,CFO,NegAccrual,Dliquid,Dlever,Net Sales-This Year,Net Sales-Last Year,Delta_Margin,Delta_Turn,F_ROA,F_DROA,F_CFO,F_Naccrual,F_LIQUID,F_LEVER,F_MARGIN,F_TURN,F_SCORE
A C C Ltd.,121652.6,121427.1,129788.7,118976.6,61.5,0,880.6,121539.85,110215.6,53992.66,0.67,14917.2,2586.7,129764.6,118769.3,,157.8,30.3,122472.15,109075.7,56077.02,0.73,9605.1,2204.7,1471,3.28,1465.75,0.3048780488,-0.00356900068,0.09185017183,0.08837131307,0.003478858765,0.07910178206,-0.01274838977,0.06,-0.006997957081,109075.7,110215.6,-0.02422883111,-0.0162104991,1,1,1,0,1,1,0,0,5
Adani Enterprises Ltd.,142148.9,203514.8,128330.6,123972.9,62.7,61.7,21538.7,172831.85,118833.7,101416.97,1.21,-438.3,9057.3,130196.4,135031.2,78.2,16.3,49141.5,215206.45,117854.1,102900.68,0.7,3870.3,11297.2,457.6,5.03,91.65,0.1988071571,-0.7997159091,-0.024060658,0.03064884779,-0.05470950579,0.01901729014,0.04307794814,-0.51,0.1037235666,117854.1,118833.7,-0.01968311673,-0.1399355427,0,0,1,1,0,0,0,0,2
Adani Ports & Special Economic Zone Ltd.,131780.4,182567.4,35642.9,18101.1,0,52.7,78845.5,157173.9,29750.7,9937.32,1.05,13470.9,5732.6,50322.9,30161.2,1099.7,0,83237,195812.85,41093,17315.76,1.12,15664.3,7902.3,245.45,5.14,311.3,0.1945525292,0.268282746,0.1044107546,0.1335137851,-0.02910303045,0.08580009355,-0.01861066105,0.07,-0.0765605312,41093,29750.7,-0.08736009331,0.02057330213,1,0,1,0,1,1,0,1,5
Adani Power Ltd.,361185,379833.9,69196.8,88717.1,70.1,2416.9,255787.5,370509.45,62115.6,59179.74,0.68,,5659.3,114738.3,108785.7,8297.7,1381.6,237599.3,394722.65,98761.7,78550.8,0.68,33858.9,6091.7,62.95,2.4,29.9,0.4166666667,-0.525019857,-0.002536635092,-0.04754765563,0.04501102054,0.08914133257,0.09167796766,0,-0.08842713842,98761.7,62115.6,0.1573786401,0.08255613716,0,1,1,1,0,1,1,1,6
Aditya Birla Nuvo Ltd.,125521.6,136482.6,104908.7,100820.2,0,30.2,16947.5,131002.1,97199.6,75438.05,0.93,11.7,1951.7,86512.7,81824.8,240.6,415.7,16193.7,141251.55,80031.7,56348.04,0.72,9881.8,3525.6,1368,2.23,1821.15,0.4484304933,0.33125,0.03563091559,0.03281267925,0.002818236337,0.07240336863,0.03677245305,-0.21,-0.01472374949,80031.7,97199.6,0.07204330774,-0.1753798965,1,1,1,1,0,1,1,0,6
Allahabad Bank,1829576.1,2044291.5,197845.2,185993.1,0.9,0.4,100975.8,1928353.85,,14849.2,3.83,,194606.1,211153.9,199433.7,0.5,0.2,121307.7,2115776.65,,17010.53,3.26,,203247,146,0.7,88.8,1.428571429,-0.3917808219,0.005732988666,0.006477784663,-0.0007447959966,0,-0.005732988666,-0.57,0.004971102757,203247,194606.1,-0.007390002438,-0.004855654959,1,0,0,0,0,0,0,0,1
Ambuja Cements Ltd.,116317.4,124272.6,114027.3,103065,293.3,88.2,428.1,120295,96683.6,47404.3,1.39,18283.5,2820.5,111063.1,96934.1,387.3,92.1,404.8,127639.9,90594.9,47097.3,1.4,12275.1,3280.2,222.1,3.32,238.15,0.3012048193,0.07226474561,0.1113181828,0.09248143442,0.01883674835,0.09877559494,-0.01254258783,0.01,-0.0003873293005,90594.9,96683.6,-0.02956358967,-0.0939514156,1,1,1,0,1,1,0,0,5
Andhra Bank,1245782.3,1463268,139672.5,126781.2,4.8,,111193.4,1354525.15,,9603.22,4.79,36059.7,134800.7,156306,151950.2,6,,131850.9,1568593.55,,10734.74,7.12,98269.2,150648.8,103.6,0.67,69.95,1.492537313,-0.3248069498,0.002972661194,0.01034410266,-0.007371441463,0.06715734917,0.06418468797,2.33,0.001966447598,150648.8,134800.7,-0.00001658973903,-0.003478101463,1,0,1,1,1,0,0,0,4
Apollo Hospitals Enterprise Ltd.,34975.6,43615,33544.2,30453.1,,38.1,9651.1,39295.3,33111.7,23838.21,2.23,3372.5,355.8,38840.9,35533.7,0,28.1,10650.4,46090.65,38538,28015.5,1.97,3030.9,224.6,995.05,4.52,1330.7,0.2212389381,0.3373197327,0.07647139746,0.08946808632,-0.01299668887,0.0694921472,-0.006979250258,-0.26,-0.01452936995,38538,33111.7,-0.007024672461,-0.006502791455,1,0,1,0,0,1,0,0,3
Apollo Tyres Ltd.,63794.7,65987,95388,92368.5,,13,15630.3,64859.65,85193.6,70617.25,0.71,7672.3,185.2,97943.4,94799.7,,769.7,10597.4,67781.7,87065.1,68884.13,0.69,11266.5,388.5,200.25,3.56,172.9,0.2808988764,-0.1365792759,0.0593056208,0.04753529682,0.01177032398,0.1707381757,0.1114325549,-0.02,-0.08464046491,87065.1,85193.6,0.03772363887,-0.02901421676,1,1,1,1,0,1,1,0,6
