,,,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Annual Finance Standalone
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs.,Rs.,Rs. Million
,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2009,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,Jun 2010,01 Jul 2010,30 Jun 2011,Jul-08
Company Name,Total income,Net sales,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Income from financial services,Current liabilities,Total term liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Total income,Net sales,Extra-ordinary income,Extra-ordinary expenses,Total expenses,Cost of goods sold,Income from financial services,Current liabilities,Total term liabilities,Total assets,Current assets,Net cash flow from operating activities,PB on NSE,Adjusted Closing Price ,Adjusted Closing Price ,Total assets
A B B India Ltd.,65729,62419.9,,70.4,62617.5,50339.99,183.3,29869.3,,57812.2,45953.7,3544.9,6.75,66952.3,62947.7,,41.9,66417.7,54491.6,133.1,31630.6,,60502.9,47790.6,2206.8,6.96,860.6,875.55,56082.3
A B G Shipyard Ltd.,14258.8,14122.2,3.6,0.4,14632.9,9502.23,64.8,12632.6,9977.7,42052.5,12912,-2363.8,0.5,19231.3,18076.7,51.9,29,18399.9,12302.64,979.9,9747.1,14593.4,53942.3,11643.3,-2923.3,1.19,259.1,352.25,21981
A C C Ltd.,90089.6,79214.3,,25.5,74309.7,33089,803.8,19639.1,5669.2,102436.9,17832.6,23970.8,2.72,90486.1,75512.8,,383.7,79842.5,37336.71,1011.2,22505.5,5138.9,122387.3,21366,19353.8,3.12,866.6,950.45,86462.2
Aban Offshore Ltd.,12296.1,10050.7,26.9,,9698.5,3527.75,2103.9,2216.2,30524.2,46604.6,5076.8,4479,1.64,13638.4,11795.5,,0.1,10834,3036.45,1799.5,2758.3,28917.6,57131,3037.1,7012.9,2.74,849.25,524.6,27093.6
Adani Enterprises Ltd.,118246.8,113296.9,118.1,42.7,109411.3,105349.95,4757.9,16098.2,15193.7,67058.2,34698.6,11061.4,4.02,117750.8,114317.5,68.1,8.5,114567.8,105095.7,2945.9,17222.8,15926.8,80636.4,34617.6,6630,12.67,536.85,714.9,65923.9
Adani Ports & Special Economic Zone Ltd.,12953,10324,150.8,,8342.1,4033.94,2311.4,9597.7,18708.9,65245.8,14226.6,7619.8,4.4,15643.3,12830.7,41.3,,8633.5,4588.97,2657.3,9782.4,14138.2,80770.3,11116.1,10350.5,9.08,145.93,161.95,57266.7
Aditya Birla Nuvo Ltd.,51227.5,47860.3,58.3,,50032.1,36394.27,542.3,6770.4,22274.1,96006.7,17255.9,4351.8,1.13,50834.1,48304.8,6.6,71.3,47968.5,34726.98,603.3,8890.3,23863.3,98850.9,15991.4,10647.6,2.07,762.1,903.15,76938.3
Allahabad Bank,87075.7,,0.4,,79389.7,7259.74,86727.3,29624.6,38489.3,976577.7,77687.7,62218.4,0.35,103268.9,,,5.6,91205.6,8484.54,100582.3,34311.1,54354.7,1217041,103112.5,102817,1.08,160.1,197.15,829435.3
Alstom India Ltd.,23744,22862.8,1.2,,22471.4,19022.63,317.8,21235.5,11.3,29136,18921.4,1796.5,4.65,21228.5,20398,2.6,,20925.2,16037.05,227.2,21926.2,0,30796.2,21079.2,3440.3,8.47,659.55,512.15,21052.6
Alstom T & D India Ltd.,37445.7,35687.9,20.2,83.3,35133.6,28465.28,0.7,20320.9,636.5,41802.1,25962.3,2278.8,7.44,42843.2,40167.4,0.2,,42202.1,32296.15,1.7,16258.6,4360,49659.8,33017.7,1093.2,7.75,289.45,257.35,28898.6
Ambuja Cements Ltd.,79959.6,70714.6,610.6,64,67281.5,33188.39,608.6,10670.5,657,89013.7,17869.3,21025,2.45,87318,73838,399.1,32.7,75217.6,34430.31,1812.4,12976.1,565,103942.2,28300.6,18501.1,2.99,113.05,133.65,78533.7
Andhra Bank,61576.8,,3.4,,55046.3,5552.67,58631.5,18876.2,33511.5,685292.3,63845.5,7643.5,0.6,73795.6,,5.5,,63337.1,7196.75,70053.7,21191.8,58524.4,904308.1,122195.5,79315.7,1.19,129.3,134.2,566243.5
Apollo Tyres Ltd.,45875.8,40847.9,11.8,,44420.9,34022.42,158,4601.3,4591.1,31626.2,8501.1,3245.8,0.68,54792.9,50382.8,,39.3,50904.7,37795.56,240.5,6904.6,8199.7,44616.8,9582,7026.6,2.07,64.1,78.25,28459
Ashok Leyland Ltd.,69184.4,61646.9,37.4,11.5,67292.2,53313.08,823.9,18688.7,18748.1,79261.8,24472.8,-5263.3,1.14,81672.4,74306.2,52.7,112.6,79954.1,61568.25,814.9,25920.7,21372.3,93230.5,32228,10673.2,3.2,31.3,24.3,55931.2
Asian Paints Ltd.,50897.9,44987.5,60.8,,47280.4,29741.4,207,7811.4,652.9,33557.2,10403.7,3252.1,6.89,59520.7,53455.9,70.2,,53070.8,32009.05,1215.7,11585.7,659.6,46233.9,11981,8482.2,12.56,232.98,318.51,30133.7
Aurobindo Pharma Ltd.,30248.3,27911.3,,0.3,29252.3,21438.78,1307.2,4943.2,11341.4,41474.1,20309.9,33.1,0.77,34404.2,32491.1,92.6,,30621.4,23640.64,980.4,5951.5,9304.1,46340.4,22200,3463.8,2.79,92.04,86.08,35458
Axis Bank Ltd.,138131.6,,,82,119978,10533.15,136587.4,37288.3,152198.7,1477588.4,182638.6,95258.1,1.46,156123.3,,,38.7,130978,13380.07,154301.7,51013.9,171695.5,1806805.3,184339.8,51840.7,2.95,246.73,257.91,1096256.8
B E M L Ltd.,30592,28186.1,0.1,,30710.8,20915.85,293.8,11307.7,944.4,41944.6,34530.1,-4169.9,0.83,31179.6,28519.1,0.8,,30461,22356.42,231.2,8922.5,1442.1,44595.9,36108.3,896.9,2.15,995,580.2,34447.2
B G R Energy Systems Ltd.,19639.5,19215.8,1.5,0.2,18504.7,15832.37,306.2,12289.8,266.3,26737.2,19171.2,747.2,1.83,31009.3,30681.3,,1.3,28980.4,22929.29,201.8,18898,489.7,38177.3,29075.1,3256.6,5.5,726.1,447.95,15366.3
Bajaj Auto Ltd.,98256.8,89563.7,45.6,38.7,91466.9,72242.31,1500.1,12057.4,15699.7,60473.6,13415.7,3603.5,4.79,126750.4,117729.9,98.7,34.2,110225.3,89041.44,1487.6,20241.8,13255.8,87389,29691.6,27039,9.95,1247.28,1407.1,49434.3
Bajaj Hindusthan Sugar Ltd.,19948.9,16019.8,340.7,16.1,16837.3,13038.55,1848.4,6830.3,29851.5,65439.5,9418.1,1506.9,1.43,32403.9,28709.9,2.5,1,39402.1,24974.45,1976.3,17169.5,52031.3,111049.7,25641,-6755.1,0.81,98.77,60.05,58599.7
Balrampur Chini Mills Ltd.,18027.1,17190.6,27.9,68.3,12930.7,12791.83,124.8,1554.8,9720.3,27653.5,3944.9,6120.9,2.67,30925.8,29277.5,32,182.3,41255.9,23935.44,164.4,2395,7166.8,39896.1,17668.9,-6318.8,1.39,84.75,62.4,29413.9
Bank Of Baroda,178761.1,,13.2,13.6,156489.1,19920.36,171646.1,74572,127507.3,2266722.3,276958.8,84248.6,0.66,200509,,12.6,12.1,169925.7,20148.2,191387.7,79096,132418.9,2783166.9,385207.9,203656.7,1.54,143.92,174.67,1795995.1
Bank Of India,194332.9,,,,164259.4,15285.55,188189.8,63155,156731.8,2259316.6,252846.9,130491.7,0.98,204946.2,,,,187535.5,18203.9,199587.7,80003.1,223081.2,2749664.7,342631.7,187269.3,1.4,357,413.8,1788606.3
Bharat Electronics Ltd.,48839.2,45967.8,10.6,784.7,47909.5,33124.68,1651.7,41385.4,12.1,100810.5,78074.6,3647.2,1.86,55953.8,51960.2,34.2,313.5,49122.6,39885.07,2406.2,44310.3,7.3,109182.2,87168.5,10277.4,4.05,572.9,535.88,84017.7
Bharat Forge Ltd.,22308.8,19954.8,,1.1,21635.5,15062.08,1019.3,3914,16308.6,41711.2,10754.7,1839.3,1.47,19817.8,18430.3,,0.6,18818.4,13452.51,371,7032.2,17418.5,45154.4,12541.9,5330.8,3.71,288.35,307.75,39854.6
Bharat Heavy Electricals Ltd.,303764.9,265559.7,83.6,,283898.2,198513.51,8600.4,233573.2,1436.3,483337.3,357187,31643.5,5.71,384327.7,331707.4,3,,349087.8,259151.66,9498.1,280237.3,1221.9,544094.8,416852.1,14269.9,7.35,485.54,410.11,376099.3
Bharat Petroleum Corpn. Ltd.,1469462.3,1340405,,17.7,1446345.4,1264883.36,8304,111193.3,58048.1,481777.4,123889.1,62031.8,1.12,1337731.1,1215140.1,40.7,,1362254.3,1145515.33,18197.1,145505.6,121513.3,545666.5,194900.3,-15466,1.43,330.15,325.13,432489.2
Bharti Airtel Ltd.,345395.6,340035.3,40.3,,267956.6,188814.78,3843.9,131179.9,70892.8,533022.5,60255.6,123898.3,4.3,368381,355891,,171,274114,200752.7,11389,122848,43667,613388,46038,126282,3.23,265.05,394.9,418592.1
Bhushan Steel Ltd.,54276.1,49626.6,6.8,,49081.4,39195.56,159.6,13687,76124.9,121510.2,23584.5,5349.7,0.83,61210.9,56165.3,18.7,,55707.5,42184.27,1125.9,15671.3,108146.6,173401.6,32953.5,3952.4,1.8,280.26,431.87,88085.5
Biocon Ltd.,10164.9,9115.5,,,9314.7,6434.12,246.6,2197,1388,18861.9,5216.7,1075,2.08,12650.8,11613.3,,28.3,10556.7,8006.69,212.3,3796.2,1650.6,22771.6,8410.6,2205.4,3.63,322.25,354.8,17544.5
Bombay Rayon Fashions Ltd.,13471.8,13424,,15.6,12757.8,9476,33.9,1161.6,10845.7,31085.2,8173.1,391.8,1.2,16304.3,16147.7,,14.6,16045.6,11427.76,133.1,1760.2,13543.6,46994.6,10989.2,361.5,1.27,260,284,14469.1
Bosch Ltd.,55715.3,48081.1,8,,50142.1,36581.17,2801.7,8545.3,2559,50177.3,22761.8,8841.8,4.3,75366.9,66848.2,6.8,,68721.9,49471.91,1994.8,13370.5,2733.5,73380.7,29441,8702.8,4.83,5372.5,6882.9,45574.3
