,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Finance S / Interim SQ,,,,,,,,,,,,,,,,,,,,,,
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs.,Times,Rs.,,,,,,,,,,,,,,,,,,,,,,
,Mar-06,Mar-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-07,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,1-Jul-08,1-Jul-08,1-Jul-09,,,,,,,,,,,,,,,,,,,,,,
Company Name,Total assets,Total assets,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Adjusted Opening Price ,P/B ,Adjusted Closing Price ,BM Ratio,Returns,ROA-This Year,ROA-Last Year,Delta_ROA,CFO,NegAccrual,Dliquid,Dlever,Net Sales-This Year,Net Sales-Last Year,Delta_Margin,Delta_Turn,F_ROA,F_DROA,F_CFO,F_Naccrual,F_LIQUID,F_LEVER,F_MARGIN,F_TURN,F_SCORE
3I Infotech Ltd.,8149.2,11590.4,5230.5,4587.6,1497.4,1237.2,5334.2,9869.8,3313.1,2259.86,2.22,1127.2,120.1,5708.4,4703.8,,2.1,12401,16415.9,4451,2210.03,1.92,1993.5,148.9,103.4,2.16,69.55,0.462962963,-0.3273694391,0.08685636389,0.04696166495,0.03989469894,0.1719957896,0.08513942573,-0.3,0.2149693949,4451,3313.1,0.1855739604,-0.06454099499,1,1,1,1,0,0,1,0,5
A B B India Ltd.,23983.5,32556.6,46830,43957,7.1,,15.4,28120.65,42844.6,34608.16,1.33,2453.1,217.1,64543.2,60159.9,,0.2,5.6,39751.45,59403.7,46942.94,1.3,2724.8,277.3,798.2,8.73,780.1,0.1145475372,-0.02267602105,0.1346424381,0.1194946526,0.01514778552,0.08369424326,-0.05094819484,-0.03,-0.000406764893,59403.7,42844.6,0.01752417607,-0.02922101307,1,1,1,0,0,1,1,0,5
A C C Ltd.,49626.2,60132,67790.1,55159.3,1622.7,,7441.1,54879.1,56513.3,24362.19,0.99,14009.8,771.3,82928.1,68611.5,2014.3,98.8,2903.8,65663.85,67874.3,28766.43,0.89,20217.5,1223.4,525.5,1.98,763.15,0.5050505051,0.4522359657,0.2062312912,0.2218203288,-0.01558903762,0.3362186523,0.1299873611,-0.1,-0.09136857905,67874.3,56513.3,0.007268548743,0.003884933915,1,0,1,1,0,1,1,1,6
A I A Engineering Ltd.,3479.7,5553.5,4370.7,3871.6,0.5,0.2,,4516.6,4023.2,2786.17,1.43,410.7,79.6,6671.9,5694.3,0.9,0.1,,6307.6,5930.1,4193.74,1.41,56.5,259.1,248.8,4.25,224.6,0.2352941176,-0.09726688103,0.175889079,0.1433456907,0.03254338824,0.01017376429,-0.1657153147,-0.02,0,5930.1,4023.2,-0.0146696441,0.04939302801,1,1,1,0,0,1,0,1,5
Aban Offshore Ltd.,12815,18976.4,5645.8,4649.8,119.1,,10175.8,15895.7,4954.7,2160.66,2.13,1888.8,554.5,7387.8,5796.8,,8.8,11292.5,23035,6829,2597.14,0.57,1983,478.7,2899,12.5,893.8,0.08,-0.6916867885,0.08430471533,0.06842762388,0.01587709145,0.1044982188,0.02019350351,-1.56,-0.1499282913,6829,4954.7,0.05577247041,-0.01523874281,1,1,1,1,0,1,1,0,6
Aditya Birla Nuvo Ltd.,44578.1,66167.8,36930.9,35133.1,54.3,,18208.1,55372.95,33873.6,24765.47,0.75,4832.9,789.1,42600.4,41001.4,326.4,,16302.9,71553.05,39194.9,28714.12,0.91,2787.1,225.2,1192,2.84,889,0.3521126761,-0.2541946309,0.01923291994,0.03911113305,-0.01987821311,0.04212169666,0.02288877672,0.16,-0.1009830832,39194.9,33873.6,-0.001484172738,-0.0639615192,1,0,1,1,1,1,0,0,5
Allahabad Bank,552984.9,676759.4,54675.4,47174,0.6,0.3,18390.5,607510.95,,5299.07,3.57,10039.6,54005.5,73059.2,63311.8,,0.2,23688.9,744288.4,,5880.15,2.31,53346.7,72772.3,56,0.54,78.1,1.851851852,0.3946428571,0.0144033463,0.01356474652,0.0008385997762,0.07882668493,0.06442333863,-1.26,0.001555699547,72772.3,54005.5,0.01731889619,0.00887799043,1,1,1,1,0,0,1,1,6
Alok Industries Ltd.,33277.5,47998.1,20065.3,19071.1,,0.9,26524.3,40637.8,18572.7,13486.36,1.97,1558,868.1,27367.1,26394.6,2038.7,2098.5,50342.7,63479.15,22817.8,15430.5,1.93,2406,1616.2,35.36,0.46,21.66,2.173913043,-0.3874434389,0.02150710132,0.02990308767,-0.008395986349,0.05012698419,0.02861988287,-0.04,0.1403586279,22817.8,18572.7,0.0498905353,-0.09757669585,1,0,1,1,0,0,1,0,4
Alstom India Ltd.,11394.9,15020.3,13268.9,12175,,,22.5,13116.45,12175,9922.5,0.96,710.5,283.1,16517,15783.9,,10.2,16.9,17949.55,15439.6,12991.79,0.88,2226.4,220.2,348.9,5.99,485.8,0.1669449082,0.392376039,0.04948636179,0.09599908731,-0.04651272552,0.1482260674,0.0987397056,-0.08,-0.0007738753949,15439.6,12175,-0.02646924256,-0.06805730821,1,0,1,1,0,1,0,0,4
Ambuja Cements Ltd.,54654,54654,72721.6,57480,157.5,121,7453.8,54654,62104.6,25355.77,1.17,18016.5,1262,74133.2,56974.9,3321.2,63,3304.2,60206.6,55864.3,21092.87,1.28,15516.8,6541.5,76.5,2,89.95,0.5,0.1758169935,0.2543290519,0.2782065357,-0.02387748381,0.2839096864,0.02958063454,0.11,-0.08150057428,55864.3,62104.6,0.03070189848,-0.2084463725,1,0,1,1,1,1,1,0,6
