,,,,,,,,,,,,,,,,,,,,,,,,,NSE,NSE,NSE,,,,,,,,,,,,,,,,,,,,,,
,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Finance S / Interim SQ,Finance S / Interim SQ,Finance S / Interim SQ,,,,,,,,,,,,,,,,,,,,,,
,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Rs. Million,Times,Rs. Million,Rs. Million,Rs.,Times,Rs.,,,,,,,,,,,,,,,,,,,,,,
,Mar-04,Mar-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-05,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,Apr-06,3-Jul-06,3-Jul-06,2-Jul-07,,,,,,,,,,,,,,,,,,,,,,
Company Name,Total assets,Total assets,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Total income,Total expenses,Extra-ordinary income,Extra-ordinary expenses,Total term liabilities,Average total assets,Net sales,Cost of goods sold,Current ratio (times),Net cash flow from operating activities,Income from financial services,Adjusted Opening Price ,P/B ,Adjusted Closing Price ,BM Ratio,Returns,ROA-This Year,ROA-Last Year,Delta_ROA,CFO,NegAccrual,Dliquid,Dlever,Net Sales-This Year,Net Sales-Last Year,Delta_Margin,Delta_Turn,F_ROA,F_DROA,F_CFO,F_Naccrual,F_LIQUID,F_LEVER,F_MARGIN,F_TURN,F_SCORE
A B B India Ltd.,14478.7,17512.3,24965.2,23657.8,38,7.4,14.9,15840.75,22571,18237.92,1.37,1772.4,158,32510.2,30323.4,,0.7,27.3,20595.85,29709.7,23452.61,1.33,772.2,232,505,10.45,1111.2,0.0956937799,1.20039604,0.1249122046,0.08818471272,0.03672749185,0.044094722,-0.08081748257,-0.04,0.0003848977216,29709.7,22571,0.01863210282,0.01763964587,1,1,1,0,0,0,1,1,5
A C C Ltd.,39363.4,44607.8,46487.2,43237.7,121.4,,12367,41985.6,37869,21044.54,0.68,5889,227.6,41094.5,36105.3,1819.2,51.3,8852.9,47117,31468.2,15898.04,0.68,6263.1,1363.9,786.25,5.24,939.85,0.1908396947,0.1953577107,0.07221382807,0.07946722082,-0.007253392744,0.1404036962,0.06818986814,0,-0.106661527,31468.2,37869,0.05050975014,-0.2340785066,1,0,1,1,0,1,1,0,5
Allahabad Bank,347107.1,451523.2,38414.6,32996.7,0.3,,7511,395158.25,,4375.26,3.21,43853.9,38026.5,44378.8,37317.5,103.8,0.5,11683.8,496309.05,,5540.38,3.72,-9692.2,42603.5,64.2,0.89,82.5,1.123595506,0.285046729,0.01541006088,0.01560786282,-0.0001978019398,-0.02146556367,-0.03687562455,0.51,0.0045338053,42603.5,38026.5,-0.01498700097,-0.0103903997,1,0,0,0,1,0,0,0,2
Alok Industries Ltd.,14331.8,22502.6,13414,13247,,2.9,10583.4,18417.2,12322.2,9361.27,3.02,701.9,76.4,15033.7,14144.4,,1.8,17678.2,27890.05,14255.7,10554.19,2.36,3039.4,152.7,51.21,1.06,54.33,0.9433962264,0.06092560047,0.03959986846,0.01185475656,0.0277451119,0.1350688365,0.09546896803,-0.66,0.05920567975,14255.7,12322.2,0.0193589093,-0.1579200803,1,1,1,1,0,0,1,0,5
Andhra Bank,270242.8,327386.3,30353.1,25152.1,0.2,,15926,298814.55,,4632.1,2.41,,28449,31395.1,26540.1,4.6,,13581.4,367059.6,,4442.88,2.68,21393.6,29581.1,62.8,1,85.85,1,0.3670382166,0.01481552527,0.01924491605,-0.004429390785,0.06534665623,0.05053113096,0.27,-0.01629674013,29581.1,28449,0.01262799111,-0.01461684255,1,0,1,1,1,1,1,0,6
Arvind Ltd.,29583,32402.1,17350.3,16204.4,,3.8,9931.4,30992.55,16654.8,12020.73,0.92,-375.9,169.5,16609.2,15239.4,105.4,,11321.5,34577.4,15833.3,11369.55,0.9,2180.8,39.4,57.4,0.82,45.2,1.219512195,-0.212543554,0.03902216214,0.03886353649,0.0001586256533,0.06730427966,0.02828211752,-0.02,0.006980097712,15833.3,16654.8,0.003679337627,-0.07947183446,1,1,1,1,0,0,1,0,5
Ashok Leyland Ltd.,25812.9,34089.6,49893.9,47361.8,39,,8453.9,29702.15,42417.5,35323.22,1.55,4477.6,720.2,62878.8,62611.7,344.9,11.7,6379.2,35400.05,53292.5,43949.29,1.36,3220.2,455.5,18.95,3.41,18.85,0.293255132,-0.005277044855,-0.001939007791,0.0965834912,-0.09852249899,0.09446282737,0.09640183516,-0.19,-0.1044193584,53292.5,42417.5,0.008070521515,0.07734045422,0,0,1,1,0,1,1,1,5
Aurobindo Pharma Ltd.,16533.4,19477,11757.9,11499.4,,0.8,3683.6,18005.2,10848.7,9055.32,1.2,832,75.6,15106.4,14661.3,28.7,,6585.5,22368.15,13957.4,11905.45,1.39,275.1,158.9,59.7,3.29,78.72,0.3039513678,0.3185929648,0.02137906248,0.0156834045,0.005695657982,0.0141243518,-0.007254710684,0.19,0.08982881383,13957.4,10848.7,-0.01829308238,0.02145395269,1,1,1,0,1,0,0,1,5
Axis Bank Ltd.,241501.6,377997.5,23681.9,20336.1,,23.9,23997.1,309749.55,,2406.67,5.34,39463.3,23441.2,36205.3,31354.5,,17,36015.5,437921.95,,3079.46,1.64,39704.9,35992.6,54.8,2.57,121.48,0.3891050584,1.216788321,0.01287786295,0.01395311667,-0.001075253718,0.1050401127,0.09216224975,-3.7,0.004769233787,35992.6,23441.2,0.01711023624,0.006511617094,1,0,1,1,0,0,1,1,5
Ballarpur Industries Ltd.,32424.5,32176.5,20263.5,18629.9,,38.8,8987.5,32300.5,18002.3,12919.29,1,4189.7,82.1,21243.3,19154.3,17,,11586.6,34457.3,18759,13314.46,1.7,3983.7,144.9,21.1,1.06,23.55,0.9433962264,0.1161137441,0.06439482231,0.05157828185,0.01281654045,0.1238077479,0.05941292558,0.7,0.05801319373,18759,18002.3,0.007882787354,-0.01292518163,1,1,1,1,1,0,1,0,6
